family	rank	member	role	resource	assembler	priority	expected_bytes	md5	url	relpath
pp_NA12889	pp	NA12889	father	Platinum	verkko	essential	3008473811		https://platinum-pedigree-data.s3.amazonaws.com/assemblies/NA12889/verkko/1.3.1/assembly.haplotype1.fasta	data/pp_NA12889/NA12889/assembly.haplotype1.fasta
pp_NA12889	pp	NA12889	father	Platinum	verkko	essential	2939836946		https://platinum-pedigree-data.s3.amazonaws.com/assemblies/NA12889/verkko/1.3.1/assembly.haplotype2.fasta	data/pp_NA12889/NA12889/assembly.haplotype2.fasta
pp_NA12890	pp	NA12890	mother	Platinum	verkko	essential	3037037269		https://platinum-pedigree-data.s3.amazonaws.com/assemblies/NA12890/verkko/1.4.1/assembly.haplotype1.fasta	data/pp_NA12890/NA12890/assembly.haplotype1.fasta
pp_NA12890	pp	NA12890	mother	Platinum	verkko	essential	3065882577		https://platinum-pedigree-data.s3.amazonaws.com/assemblies/NA12890/verkko/1.4.1/assembly.haplotype2.fasta	data/pp_NA12890/NA12890/assembly.haplotype2.fasta
pp_NA12891	pp	NA12891	father	Platinum	verkko	essential	2939403983		https://platinum-pedigree-data.s3.amazonaws.com/assemblies/NA12891/verkko/1.3.1/assembly.haplotype1.fasta	data/pp_NA12891/NA12891/assembly.haplotype1.fasta
pp_NA12891	pp	NA12891	father	Platinum	verkko	essential	2997705203		https://platinum-pedigree-data.s3.amazonaws.com/assemblies/NA12891/verkko/1.3.1/assembly.haplotype2.fasta	data/pp_NA12891/NA12891/assembly.haplotype2.fasta
pp_NA12892	pp	NA12892	mother	Platinum	verkko	essential	3021727416		https://platinum-pedigree-data.s3.amazonaws.com/assemblies/NA12892/verkko/1.3.1/assembly.haplotype1.fasta	data/pp_NA12892/NA12892/assembly.haplotype1.fasta
pp_NA12892	pp	NA12892	mother	Platinum	verkko	essential	3028125057		https://platinum-pedigree-data.s3.amazonaws.com/assemblies/NA12892/verkko/1.3.1/assembly.haplotype2.fasta	data/pp_NA12892/NA12892/assembly.haplotype2.fasta
pan027_HG06803	pan	HG06803	grandmother	PAN027	verkko_t2t	essential	3070989598		https://public.gi.ucsc.edu/~mcechova/pedigree/assemblies/v1.3.1/PAN010_hap1.polished.v1.3.1.fasta	data/pan027_HG06803/HG06803/PAN010_hap1.polished.v1.3.1.fasta
pan027_HG06803	pan	HG06803	grandmother	PAN027	verkko_t2t	essential	3086690921		https://public.gi.ucsc.edu/~mcechova/pedigree/assemblies/v1.3.1/PAN010_hap2.polished.v1.3.1.fasta	data/pan027_HG06803/HG06803/PAN010_hap2.polished.v1.3.1.fasta
pan027_HG06804	pan	HG06804	grandfather	PAN027	verkko_t2t	essential	3077285513		https://public.gi.ucsc.edu/~mcechova/pedigree/assemblies/v1.3.1/PAN011_hap1.polished.v1.3.1.fasta	data/pan027_HG06804/HG06804/PAN011_hap1.polished.v1.3.1.fasta
pan027_HG06804	pan	HG06804	grandfather	PAN027	verkko_t2t	essential	2968826907		https://public.gi.ucsc.edu/~mcechova/pedigree/assemblies/v1.3.1/PAN011_hap2.polished.v1.3.1.fasta	data/pan027_HG06804/HG06804/PAN011_hap2.polished.v1.3.1.fasta
pan027_HG06807	pan	HG06807	daughter	PAN027	verkko_t2t	essential	3067752969		https://public.gi.ucsc.edu/~mcechova/pedigree/assemblies/v1.3.1/PAN027_hap1.polished.v1.3.1.fasta	data/pan027_HG06807/HG06807/PAN027_hap1.polished.v1.3.1.fasta
pan027_HG06807	pan	HG06807	daughter	PAN027	verkko_t2t	essential	3075836010		https://public.gi.ucsc.edu/~mcechova/pedigree/assemblies/v1.3.1/PAN027_hap2.polished.v1.3.1.fasta	data/pan027_HG06807/HG06807/PAN027_hap2.polished.v1.3.1.fasta
pan027_HG06808	pan	HG06808	granddaughter	PAN027	verkko_t2t	essential	3074007477		https://public.gi.ucsc.edu/~mcechova/pedigree/assemblies/v1.3.1/PAN028_hap1.polished.v1.3.1.fasta	data/pan027_HG06808/HG06808/PAN028_hap1.polished.v1.3.1.fasta
pan027_HG06808	pan	HG06808	granddaughter	PAN027	verkko_t2t	essential	3074098352		https://public.gi.ucsc.edu/~mcechova/pedigree/assemblies/v1.3.1/PAN028_hap2.polished.v1.3.1.fasta	data/pan027_HG06808/HG06808/PAN028_hap2.polished.v1.3.1.fasta
